,population,distance_from_Beijing,R_0 1.5,R_0 2,R_0 3,R_0 4,R_0 5,R_0 6,Total_route_length_m,travel_time_S,travel_time_S_Google,DegreeCentrality,EigenvectorCentrality,PageRank,WeightedPersonalizedPagerank,Hubs,BetweennessCentrality,WeightedPersonalizedPagerankWuhanOutflow,WeightedPersonalizedPagerankBeijingInflow
Xiamenshi_350200,4891272.981667519,4544325.659442164,178,104,63,46,38,34,2493517.744999991,42907.29999999987,73320,0.7728613569321534,7.217526023167567e-107,0.0004411764705882,0.0,-0.0,-0.0,0.0,0.0020051674834504
Putianshi_350300,2540352.9668364525,4542272.2743831305,207,120,72,49,41,38,2455639.2409999925,43525.899999999856,74700,0.8377581120943953,7.217526023167567e-107,0.0004411764705882,0.0,-0.0,-0.0,0.0,0.0004085519489016
Sanmingshi_350400,2448915.894880057,4279459.747008233,225,129,76,60,45,40,2206996.937000001,37957.49999999998,66360,1.752212389380531,0.0048614227637652,0.0015976274240755,0.0006241893910855,0.001106221376941,0.001106221376941,0.0009785854824979,0.0003626301113322
Quanzhoushi_350500,8534865.636612415,4482297.431822042,226,129,76,59,46,40,2408692.7509999927,41810.19999999989,71040,1.6253687315634218,0.0082331810356341,0.0029533090782474,0.0015320114683066,0.0021475794796887,0.0021475794796887,0.0019317896066193,0.0010196864805665
Zhangzhoushi_350600,4840821.185439348,4472920.359985609,237,135,80,61,46,41,2448339.5419999915,42209.39999999989,73740,1.728613569321534,0.0057671449941184,0.0021816905127379,0.0015359743753299,0.0016728593133959,0.0016728593133959,0.0011642551775032,0.0005569216677118
Nanpingshi_350700,2483824.617524385,4268445.215367739,218,125,74,51,45,39,2044070.122,35566.09999999999,61320,1.7374631268436578,0.0046544746306703,0.0014347054691368,0.0005514313745808,0.0010364022749293,0.0010364022749293,0.0009832276814973,0.0004138413308174
Longyanshi_350800,2444869.326018333,4313587.916499852,226,129,76,60,45,40,2239152.1189999986,38889.29999999997,67620,1.705014749262537,0.0037015408886262,0.0014665623372611,0.0005611942390158,0.0008847659349449,0.0008847659349449,0.0007124435428117,0.000349865202218
Ningdeshi_350900,2426302.1770176888,4470937.6993475575,215,124,74,52,45,39,2114972.943000003,40418.59999999985,67260,1.7433628318584071,0.0024259039285827,0.0013774932486946,0.0005774874859824,0.0005504942124716,0.0005504942124716,0.0008619333676543,0.000504262438745
Nanchangshi_360100,5938411.558449744,4031464.93080835,187,107,63,46,39,34,1725512.2240000004,31544.599999999984,51960,1.5781710914454277,0.010965591922135,0.0045347693747738,0.0029212055951506,0.0024404538934758,0.0024404538934758,0.0057314981739985,0.0027372553662806
Jingdezhenshi_360200,1740834.91369915,4126102.628755159,202,116,69,48,40,37,1681625.340000001,29484.199999999983,50940,1.654867256637168,0.0020772030568752,0.0014322093310685,0.0006319629084277,0.0004563438052707,0.0004563438052707,0.0012498410369023,0.0006202344418425
Pingxiangshi_360300,2015410.673629284,3946952.7111572474,215,124,74,58,44,39,1834842.7159999995,34996.5,58440,1.6607669616519174,0.0046010445694979,0.0013268221233258,0.0005592685655716,0.0010129362242995,0.0010129362242995,0.0012384097056457,0.0004630418944235
Jiujiangshi_360400,4900927.046776294,3881201.971406828,201,116,69,49,41,37,1570933.031000004,30276.80000000005,52200,1.6106194690265487,0.0075494035929786,0.0027771927436688,0.0017793945640725,0.0016786696881817,0.0016786696881817,0.0050934340196155,0.0015731037214812
Xinyushi_360500,1211464.6629891396,4016503.774847855,213,123,74,51,44,39,1811511.4700000065,33958.700000000026,55560,1.663716814159292,0.0040305728810175,0.0011098490055389,0.0004211414820344,0.0008892842956077,0.0008892842956077,0.000686229641518,0.0003367436373088
Yingtanshi_360600,1249000.3011431694,4198071.774278807,213,124,74,58,44,39,1814346.8370000008,31738.999999999975,55680,1.7492625368731562,0.0024018505116064,0.0011325171373137,0.0004406344270849,0.0005289326717961,0.0005289326717961,0.0008368967495763,0.0003810035209783
Ganzhoushi_360700,9486849.50271988,4120387.652263114,225,130,77,60,46,40,2245935.822,38287.19999999996,66900,1.592920353982301,0.0322449935959966,0.0029030475217251,0.0016443132318412,0.0071178295436884,0.0071178295436884,0.0025063803447452,0.0014156539896255
Jianshi_360800,5229944.744581699,4016250.6007873896,213,123,73,52,44,39,1963879.995000001,35897.50000000001,57540,1.7463126843657817,0.0136982208699646,0.0022397456670237,0.001361988227672,0.003031150513002,0.003031150513002,0.0019558888734252,0.0010871370178791
Shangraoshi_361100,7230368.704909325,4089899.852767244,218,127,76,59,45,40,1810685.1170000008,31916.79999999998,55560,1.6814159292035398,0.0058719497520933,0.0031618437157639,0.0018171288875641,0.0013069820577707,0.0013069820577707,0.0029666037600256,0.0016020221380452
Jinanshi_370100,7633725.377641916,3658842.7778176586,156,90,54,40,34,29,497503.4959999992,9422.30000000001,16200,1.5870206489675516,0.009075418217822,0.0082067767706568,0.0112753643148953,0.0015858283431817,0.0015858283431817,0.0054178235127246,0.0122019141627155
Qingdaoshi_370200,9414383.247399569,3967112.154423913,163,95,57,42,35,31,799848.2559999999,15912.100000000017,22920,1.6194690265486726,0.0072499019213662,0.0060693665606372,0.0075906478944409,0.0014630206983442,0.0014630206983442,0.0041151043722481,0.0084250035533085
Ziboshi_370300,4985486.620795488,3747758.373556103,176,103,62,45,38,33,566609.1689999992,11636.100000000002,18840,1.7138643067846608,0.0075413507690331,0.0034558785865117,0.0039208388837936,0.0015703455526037,0.0015703455526037,0.0021837821969234,0.0041796385130233
Zaozhuangshi_370400,3915968.022662163,3775233.542177284,182,106,63,46,39,34,794953.8439999998,14349.200000000015,23400,1.6932153392330382,0.0017960320292755,0.0023897205283641,0.0023265518093918,0.0003117903664127,0.0003117903664127,0.001443079541145,0.0024590846609202
Dongyingshi_370500,2254908.413056016,3777603.702391113,167,97,59,43,36,31,522517.6169999993,10500.300000000005,15720,1.6755162241887906,0.0012429209458995,0.002045463710571,0.0022126523917925,0.0002024804973704,0.0002024804973704,0.0010553911083113,0.0024042668459959
Yantaishi_370600,6719726.819449663,3959716.061586928,169,98,60,44,37,32,849685.6390000003,15937.90000000002,24660,1.6873156342182891,0.005111992715082,0.0033349754091109,0.0039239461668367,0.0011274480351919,0.0011274480351919,0.002119774328191,0.004344857039078
Weifangshi_370700,9639713.080731869,3838429.393042045,178,104,62,46,39,34,659614.7779999995,13338.600000000006,20700,1.6430678466076696,0.0071870507762151,0.0045445733462742,0.0054369691522394,0.0015188858556103,0.0015188858556103,0.0028771638526162,0.0059759267023867
Jiningshi_370800,8798155.998080969,3636575.174106841,180,105,63,46,39,34,668540.3729999994,12386.999999999998,23820,1.5811209439528024,0.0086318307769074,0.0042461062730328,0.0048110374148323,0.0018055435142571,0.0018055435142571,0.00277139288077,0.0051450508895674
Taianshi_370900,5670240.86445713,3650897.658868001,171,100,60,45,37,32,612155.0229999992,11564.699999999995,19560,1.705014749262537,0.0063525704325088,0.0030901111151679,0.0036652660721266,0.0013261653887503,0.0013261653887503,0.0020169607969019,0.0039367624361651
Weihaishi_371000,2563930.562025785,4128944.388378713,163,94,57,42,35,31,946294.3469999996,17323.400000000012,29640,1.7433628318584071,0.0015567820177183,0.0019478951268877,0.0020162529302934,0.0003296661066632,0.0003296661066632,0.0012434636511078,0.0021610054015512
Rizhaoshi_371100,2689361.88472867,3936530.4047069466,181,105,63,46,38,34,810877.9059999998,16374.700000000015,25560,1.7079646017699115,0.0014272066106484,0.0022857242029096,0.0023237539319141,0.0002916228761849,0.0002916228761849,0.0012953499043188,0.0022819867206458
Linyishi_371300,10056065.85886526,3823793.306979992,184,107,64,47,39,34,802235.862,14391.800000000016,23220,1.6135693215339233,0.0046625868802431,0.0047323932048456,0.005161883648127,0.0009371702362071,0.0009371702362071,0.0031006066784937,0.0054891779608717
Dezhoushi_371400,6260724.30450201,3570265.7419451484,154,90,55,40,34,30,417618.3929999995,8688.200000000006,14640,1.6371681415929202,0.009026631954215,0.0037651252138186,0.0061816799628039,0.0019265517869881,0.0019265517869881,0.0022252958663466,0.0068181414273482
Liaochengshi_371500,6361384.412071466,3545520.809927344,162,95,58,42,36,31,537381.9779999997,10424.999999999996,17820,1.654867256637168,0.0066887548916404,0.0031374790328182,0.0044434093157017,0.0014162663884071,0.0014162663884071,0.0019616252365327,0.0048166753250619
Binzhoushi_371600,4000454.598196268,3694034.26281965,168,99,60,44,37,32,493234.7869999993,10419.600000000004,14400,1.6902654867256637,0.0050042921363621,0.0031101502155647,0.0038614444545686,0.0009914227702887,0.0009914227702887,0.0017259896317511,0.0041572189795728
Hezeshi_371700,8496548.46367979,3577053.888200063,170,99,60,44,37,32,719742.1690000005,13960.600000000006,22920,1.5811209439528024,0.007335833202642,0.0035909505535501,0.0043453708978483,0.0015195850715521,0.0015195850715521,0.0024946896985515,0.0047002667663781
Zhengzhoushi_410100,11172920.86454725,3402592.6332874987,171,98,58,43,36,31,844327.3189999996,16163.700000000032,26880,1.59882005899705,0.0136412857242473,0.0126578194396569,0.0127557966813336,0.0028226505978701,0.0028226505978701,0.0124040351286259,0.0129958606156526
Kaifengshi_410200,4614262.798120499,3526062.9072928024,184,107,64,46,39,34,793768.0109999992,16447.300000000025,25380,1.7433628318584071,0.0086470274562184,0.0034058059035067,0.0031145401466258,0.0019020695761082,0.0019020695761082,0.0029185986120025,0.0031142792368474
Luoyangshi_410300,6646800.268051624,3260067.372348749,182,105,63,46,39,34,1018843.2490000008,19968.00000000002,33900,1.6666666666666667,0.0047653070735086,0.0036612939299697,0.0032427951973193,0.0010646905993459,0.0010646905993459,0.0031096792778927,0.0033204839052086
Pingdingshanshi_410400,5002394.268591881,3404330.157344377,193,112,67,48,40,36,997671.0530000002,18224.300000000032,30000,1.696165191740413,0.00398682278231,0.0025751776165287,0.0021556152516324,0.0008870081446638,0.0008870081446638,0.0022963715864574,0.0020750126439696
Anyangshi_410500,5181527.278662205,3395755.193178253,164,95,58,43,36,31,661708.400000001,12040.000000000007,19860,1.728613569321534,0.0032526931012068,0.003257878940772,0.0037725288855754,0.000726197945847,0.000726197945847,0.0023494462784,0.003968194324728
Hebishi_410600,1785671.422355175,3445408.660818677,175,102,61,45,38,33,678797.9360000012,12477.900000000016,20040,1.7581120943952802,0.0007981221440277,0.0015048413319656,0.0012975490322529,0.000170877615396,0.000170877615396,0.0008699321658705,0.0012543502662472
Xinxiangshi_410700,6150867.286064147,3409310.6743249283,181,105,63,46,39,34,753515.3540000003,14351.10000000002,22200,1.640117994100295,0.0058462252766758,0.0038350166592654,0.0036867181783511,0.0012912796440427,0.0012912796440427,0.0031430444471197,0.0037689238154093
Jiaozuoshi_410800,3839205.417335033,3366916.784695225,186,108,65,47,39,35,836695.5909999998,15019.10000000002,24960,1.7374631268436578,0.0020760657063547,0.0027050147757473,0.0023440926135503,0.0004586440412538,0.0004586440412538,0.0020909973176576,0.0022225491748768
Puyangshi_410900,3540003.829480171,3541896.8613553606,160,93,57,41,35,30,655674.9439999993,12215.1,21180,1.7079646017699115,0.0018928069196294,0.0023842407625587,0.0027891247927667,0.0003844977906152,0.0003844977906152,0.0016703324569831,0.0029620247054771
Xuchangshi_411000,4585094.894495726,3456022.7200833275,188,109,65,47,39,35,904907.5040000004,16845.500000000033,28260,1.761061946902655,0.0040521592749871,0.0027474168049564,0.002375623522252,0.000888010150758,0.000888010150758,0.0024102074651234,0.0023055715968612
Sanmenxiashi_411200,2136362.7679253817,3170167.131768885,190,110,66,47,39,35,1129766.638,20039.800000000017,35400,1.7227138643067843,0.001192289169932,0.0016485259687784,0.0012121742640158,0.0002668682067647,0.0002668682067647,0.0010510779756694,0.0010835923555141
Nanyangshi_411300,11086103.51118207,3298989.841410505,194,112,67,48,40,36,1135653.7160000007,19407.600000000017,34800,1.6224188790560472,0.0080587918827864,0.0032034726324499,0.002755727362816,0.0017882597578495,0.0017882597578495,0.0045483329751766,0.0028750191646315
Shangqiushi_411400,6892977.523938179,3605003.2309341417,182,105,63,46,39,34,826215.1659999994,15675.60000000002,26880,1.6106194690265487,0.0058922503758467,0.0033593196604557,0.0031649225076138,0.0012753056715344,0.0012753056715344,0.0028231427141263,0.0032013150750507
Xinyangshi_411500,5575700.435856581,3630556.230457977,172,99,60,44,37,32,1213201.017999996,21155.00000000002,35760,1.616519174041298,0.0064849209505696,0.0025491262113509,0.0023631762629164,0.0014590211776478,0.0014590211776478,0.0049185625856667,0.0024334438694838
Zhoukoushi_411600,8033584.247490168,3577878.6102050124,175,101,61,45,37,32,869558.9530000004,16076.200000000024,29280,1.5811209439528024,0.0071938462265506,0.0037898408336585,0.0037715316486411,0.0015874433794489,0.0015874433794489,0.0035061021943585,0.0039052157137405
Zhumadianshi_411700,7065749.60078156,3537072.389764535,182,105,63,46,39,34,1044487.2300000011,18894.300000000025,31560,1.646017699115044,0.0080031955385314,0.0028076783805278,0.0025796837179933,0.0017768728934941,0.0017768728934941,0.0035105098747527,0.0026892563950779
Jiyuanshi_419001,749297.0896630287,3295659.136838116,189,110,66,47,39,35,915177.1410000004,17270.300000000036,29340,1.6666666666666667,0.0003224589596313,0.0010516822615746,0.0005297976219291,6.708918563673214e-05,6.708918563673214e-05,0.0004943061313095,0.000507563917157
Wuhanshi_420100,11630317.558193922,3756095.8833243977,180,102,61,45,37,32,1380877.836999998,25539.100000000035,41760,1.542772861356932,0.0215863229060279,0.012637150566826,0.0089438863398068,0.0047426660283404,0.0047426660283404,0.210176212644356,0.0076730099636755
Huangshishi_420200,2105778.9665341377,3868372.073618303,200,116,70,53,42,37,1421682.0520000046,27935.500000000036,46860,1.6607669616519174,0.0054787951819768,0.002358282997227,0.0012247603470004,0.0012124928031925,0.0012124928031925,0.0155882431298678,0.001065516051911
Shiyanshi_420300,3259472.459747553,3176220.442765592,201,116,69,49,40,37,1445777.0449999976,27774.70000000004,60180,1.752212389380531,0.0041512804621219,0.0018205941644188,0.0011732164954349,0.0009283468905453,0.0009283468905453,0.0055153171735004,0.0008567865243141
Yichangshi_420500,3928870.476340294,3400691.64909522,200,115,69,49,40,36,1538361.8309999974,28875.199999999968,48060,1.761061946902655,0.0044967986914946,0.0024724861556469,0.00141418352819,0.001063751321294,0.001063751321294,0.010260467844164,0.0011352075526928
Xiangyangshi_420600,5246549.135469675,3395030.180599284,200,116,69,49,41,37,1262757.7519999975,23345.40000000003,40440,1.648967551622419,0.0059861442356837,0.0026644450827052,0.0018448311208649,0.0013177364209249,0.0013177364209249,0.0116305426198308,0.0014746958507646
Ezhoushi_420700,917217.7610998154,3841896.572784744,196,114,69,53,41,36,1371217.8070000038,26922.200000000044,44460,1.6755162241887906,0.0021858296698281,0.0021099709090085,0.001048026687272,0.000469586933111,0.000469586933111,0.0171215282028507,0.0009160644800372
Jingmenshi_420800,2671683.7847719197,3529487.473551887,208,121,72,51,44,38,1430159.8929999976,24708.70000000001,44340,1.7551622418879056,0.0053310967811499,0.0020105446333284,0.00099836789848,0.0011708263838633,0.0011708263838633,0.0094770541790933,0.0008076201093294
Xiaoganshi_420900,4601386.339653254,3664086.358470798,198,115,69,49,42,37,1301582.6669999985,24992.000000000036,41220,1.7345132743362832,0.0078137015097798,0.0033614020304049,0.00231589522419,0.0017280521270202,0.0017280521270202,0.0291159725937318,0.0017564230934601
Jingzhoushi_421000,5048528.007999897,3570747.14774088,209,121,73,52,44,39,1544764.2449999976,27991.300000000017,45900,1.6607669616519174,0.0095407488956205,0.0031157465234815,0.0017036199559258,0.0020958505301752,0.0020958505301752,0.0159170904536092,0.0013920046061711
Huanggangshi_421100,5898089.525819898,3770774.705627784,203,118,71,51,43,38,1374656.631000004,26667.400000000045,43260,1.59882005899705,0.0104177408403218,0.0034953935668585,0.0024500297882735,0.0023094691938019,0.0023094691938019,0.0271858173346213,0.0019196838090056
Xianningshi_421200,2312625.791946888,3791395.4968595896,203,118,71,51,43,38,1501080.0049999976,28534.30000000002,49260,1.6696165191740413,0.0059031699870658,0.0019480004551743,0.001058034026796,0.0013020964293929,0.0013020964293929,0.0126327817990159,0.000862310576941
Suizhoushi_421300,1876106.420516968,3574466.518675894,195,112,67,48,40,36,1372307.580999998,23786.50000000002,38280,1.7315634218289084,0.0054521806230032,0.00165707875736,0.0011944759239951,0.0012099262514444,0.0012099262514444,0.0079747580996093,0.0007292347136905
Enshitujiazumiaozuzizhizhou_422800,2947687.5928754807,3278227.535955053,209,121,72,50,44,38,1815268.065,33047.899999999994,56940,1.7640117994100295,0.0047106455354926,0.001818412651817,0.0008683488909913,0.0012106539945776,0.0012106539945776,0.0054104879826449,0.0007243345543552
Xiantaoshi_429004,967122.761259794,3687622.314154737,203,118,71,54,43,37,1469936.420999998,27767.200000000063,44760,1.7315634218289084,0.0056154532934388,0.0015146261931073,0.0006422657737433,0.0012312995044124,0.0012312995044124,0.0074030396186965,0.0004855593115675
Qianjiangshi_429005,839345.0242853165,3650335.94985433,209,121,73,57,43,39,1533076.2119999975,27058.00000000004,44040,1.654867256637168,0.0020883441130185,0.0011654785488122,0.0004209054532423,0.0004551319674323,0.0004551319674323,0.0042286879679212,0.0003348139756601
Tianmenshi_429006,1474725.5854244232,3641088.659221461,217,126,76,59,45,40,1532567.5649999972,26565.000000000025,42660,1.752212389380531,0.0058088161806421,0.0013119984476232,0.0005351761634941,0.0012660684655791,0.0012660684655791,0.0049444530799545,0.0003729893721284
Shennongjialinqu_429021,70375.50061941147,3341601.094373105,205,116,68,52,41,35,1576131.3759999974,26586.80000000003,53160,1.294985250737463,0.0001894179167064,0.0007157569647202,0.0001905141371044,5.506455281311066e-05,5.506455281311066e-05,0.0009144464157499,9.26166929875942e-05
Changshashi_430100,8164556.920244694,3767258.950625864,187,105,62,45,38,33,1746272.4030000025,31192.1,52560,1.575221238938053,0.0367367862520248,0.0122906902134495,0.0082270674747159,0.0081563539841223,0.0081563539841223,0.0173929969337285,0.0065559584430605
Zhuzhoushi_430200,4299574.207071781,3887976.626903856,206,119,71,52,43,38,1887761.618999999,35443.6,57120,1.6814159292035398,0.0134627615073649,0.0031401671018381,0.0021541973432837,0.0029947561402377,0.0029947561402377,0.0035536720525367,0.0014349767804507
Xiangtanshi_430300,2713949.0035102367,3797775.670713223,204,118,71,55,43,37,1890854.0239999995,32455.20000000001,55620,1.784660766961652,0.0093282251643474,0.0028509997184578,0.0015830200482199,0.0020663531345463,0.0020663531345463,0.0031350960953157,0.0012550805421157
Hengyangshi_430400,7408733.979924679,3831337.8960210825,220,127,76,59,45,39,1938167.228,34876.7,58740,1.648967551622419,0.0303944965121727,0.0031182203405071,0.0019796529106697,0.0067112718243363,0.0067112718243363,0.0031449324959527,0.0014560114071629
Shaoyangshi_430500,7088197.830705166,3702580.0346443774,226,131,78,61,46,40,2071399.1949999991,37586.99999999992,64200,1.6224188790560472,0.0199721346647069,0.0026992405529017,0.001466541184503,0.004415603686673,0.004415603686673,0.0025613698189396,0.0011279193875067
Yueyangshi_430600,6044432.787023782,3701556.923024773,209,121,73,55,44,38,1635760.427,29453.300000000003,49320,1.672566371681416,0.0150822293166813,0.0033046187375154,0.0024705865486087,0.0033572209829884,0.0033572209829884,0.0056673328641123,0.0015776918478476
Changdeshi_430700,5734456.052826881,3498505.691394044,215,124,74,58,44,39,1656034.5759999987,29539.099999999973,51600,1.7138643067846608,0.0114477200531532,0.0026564159893873,0.0017567406224031,0.0025392439842643,0.0025392439842643,0.003470159647607,0.0011424101090253
Zhangjiajieshi_430800,1423277.5759572985,3456223.557739708,202,115,69,49,41,36,1823556.148,37047.09999999998,59880,1.8908554572271383,0.0052139052622404,0.0017453761702888,0.0008919626334849,0.0011526120080604,0.0011526120080604,0.0017307919028233,0.0005709123964865
Yiyangshi_430900,4229768.14991951,3654286.828966919,214,125,75,58,44,39,1788896.949,32225.600000000017,54480,1.7581120943952802,0.0109192850562343,0.0027508569379189,0.0015804861908193,0.0024125992111898,0.0024125992111898,0.0031836894550841,0.0011998218498769
Chenzhoushi_431000,4927508.37253189,3954363.580002335,224,130,77,60,46,40,2082976.6260000009,36509.499999999935,63000,1.6371681415929202,0.0234139435995728,0.0020910241733247,0.0010470412782202,0.0051649132752712,0.0051649132752712,0.0018892019192914,0.0009122042066972
Yongzhoushi_431100,5007429.018168926,3818172.261111636,226,131,78,60,46,40,2234969.026000001,39098.89999999989,70260,1.6106194690265487,0.0227562895146464,0.0022040802592876,0.0010978439771664,0.0050227147628503,0.0050227147628503,0.0019035072471847,0.0009327362837109
Huaihuashi_431200,4794951.7167954445,3577256.772459902,223,129,77,60,45,40,2122187.762999999,36643.29999999997,63420,1.654867256637168,0.0081434098424114,0.0020779345224397,0.0009834342419149,0.0018165959182983,0.0018165959182983,0.0018303919332022,0.0007914140234218
Loudishi_431300,3729401.249190331,3694601.067454072,215,125,75,58,44,39,1912413.464,33364.20000000002,58620,1.7227138643067843,0.0098978303267496,0.0023993524934572,0.0012343541061726,0.0021922478853035,0.0021922478853035,0.0023893255712793,0.0009773303649739
Xiangxitujiazumiaozuzizhizhou_433100,2629783.5558753014,3441312.4048200524,220,127,75,59,45,39,2074893.2139999997,35455.60000000004,60480,1.7404129793510323,0.0053409610038861,0.0018989256049899,0.0008475931801537,0.0012064109721729,0.0012064109721729,0.0020836148604451,0.0005929329249124
Guangzhoushi_440100,16767793.323467731,4227794.688730436,194,111,66,48,40,35,2474450.2579999994,44610.999999999854,75360,1.533923303834808,0.4900848160576658,0.0186270691031168,0.0131553960390608,0.1085703567827258,0.1085703567827258,0.0175654035669922,0.0130720678456542
Shaoguanshi_440200,2930801.006807804,4072788.691938684,224,131,78,60,45,41,2284916.8520000027,40288.99999999986,68820,1.6283185840707963,0.0435512781571745,0.0018086352701292,0.0009064080671018,0.0095820802220359,0.0095820802220359,0.0013358920786945,0.0008000207928185
Shenzhenshi_440300,14637518.81181717,4355460.071227506,191,107,63,46,38,33,2740828.1049999907,46325.7999999999,77280,1.4837758112094397,0.4760951442590631,0.0157722145146694,0.0115394726417741,0.105021442072508,0.105021442072508,0.0161024776431929,0.0096190222217599
Zhuhaishi_440400,1400347.269981861,4334003.1355022825,195,108,63,47,38,33,2610986.054999996,46097.599999999824,104400,1.6784660766961652,0.0772326111976003,0.0038102816798529,0.0028194544650845,0.016996901796704,0.016996901796704,0.0030178360789227,0.001914957023322
Shantoushi_440500,5977552.521266938,4512005.697711014,234,136,81,61,46,42,2550892.120999989,43684.69999999985,78600,1.616519174041298,0.036815974441457,0.0031095972357934,0.0022125273411301,0.00814389783211,0.00814389783211,0.0020878099056216,0.0011170024387318
Foshanshi_440600,8885413.074063301,4216539.294479909,210,122,72,55,43,37,2514953.2779999995,45276.99999999984,76200,1.5398230088495577,0.3763908191089156,0.0111659105888856,0.0075832989403925,0.0825434321304643,0.0825434321304643,0.0095384625822077,0.0062672793988393
Jiangmenshi_440700,4734394.606990814,4253073.254892025,224,131,78,59,45,41,2638832.5939999963,47685.89999999982,80700,1.6666666666666667,0.0874785859979506,0.0034961667264881,0.0029053138595792,0.0193277087035173,0.0193277087035173,0.0025964489851123,0.0015345195353834
Zhanjiangshi_440800,7259407.228891372,4132411.438958797,229,133,79,61,46,40,3025537.057000001,51084.09999999989,86400,1.6814159292035398,0.0518593923156296,0.0027335637875036,0.0015149621759704,0.0114234757558317,0.0114234757558317,0.0017691434325524,0.001199348801761
Maomingshi_440900,6364373.380271912,4131243.0629334208,236,138,83,63,47,44,2767609.0950000007,48901.499999999854,82980,1.663716814159292,0.0578878622032237,0.0024581624384643,0.0012572869453203,0.0127527130874927,0.0127527130874927,0.0015925134226761,0.0010595532036654
Zhaoqingshi_441200,4389221.17591095,4078990.385723276,227,133,80,60,46,42,2453541.773000001,44001.29999999989,74460,1.663716814159292,0.0878296701315101,0.0031348503475924,0.0024122135176069,0.0194270077026486,0.0194270077026486,0.0022372756300887,0.0013541001264341
Huizhoushi_441300,6860549.202513218,4286306.4886356825,210,122,73,56,43,38,2637696.3809999907,45002.9999999999,75900,1.592920353982301,0.2950828720192246,0.0071793295080621,0.0057639379586895,0.0650909063589499,0.0650909063589499,0.0065488060004136,0.0037760880412037
Meizhoushi_441400,4697626.827642918,4356618.852677267,237,138,83,63,47,44,2378677.6299999943,40406.99999999992,71640,1.6135693215339233,0.0438822463278169,0.0018854378623421,0.0009253231658415,0.0096579802202284,0.0096579802202284,0.0012381852673111,0.0007265033837868
Shanweishi_441500,3296303.6011095047,4438231.223204935,231,136,82,62,46,43,2655398.8829999897,45266.0999999999,79260,1.5811209439528024,0.0430409190059544,0.0015821566388323,0.0007725291719195,0.0094862945394244,0.0094862945394244,0.001049567462163,0.0006144108031595
Heyuanshi_441600,3794470.578820228,4255643.537597086,231,136,82,62,46,43,2510684.5789999906,42259.79999999989,73020,1.592920353982301,0.0564785759560785,0.001927380086923,0.0010115826096206,0.0124391827365536,0.0124391827365536,0.0013853736289844,0.0008133847034783
Yangjiangshi_441700,2593427.45667696,4205266.71723448,230,134,80,61,46,42,2705097.313999999,47913.29999999981,80520,1.6253687315634218,0.0299436160216001,0.001555786162133,0.0007192243922236,0.0065990536729102,0.0065990536729102,0.0008845873630715,0.0005872806913372
Qingyuanshi_441800,4048630.451989174,4027256.635110982,220,129,78,59,45,41,2325085.476000002,44091.09999999989,75240,1.616519174041298,0.1116261853041183,0.0032142965992206,0.002544730009762,0.0245765162677616,0.0245765162677616,0.0025650973984684,0.0015590247291237
Dongguanshi_441900,8564106.35985279,4309498.709739517,207,119,71,54,43,37,2573379.347999997,45821.69999999984,77760,1.463126843657817,0.4615083201677218,0.0125023003659058,0.0084030676293003,0.1016379397416003,0.1016379397416003,0.0120895516671749,0.0068572566937773
Zhongshanshi_442000,3782880.185365677,4308099.810376228,210,121,72,55,42,38,2575853.301999997,45649.29999999983,78840,1.533923303834808,0.1365007494697086,0.0061254061779128,0.0054091974251843,0.0301971810344816,0.0301971810344816,0.0048842114098221,0.0028638809318682
Chaozhoushi_445100,2787694.303616047,4495141.821496096,238,138,82,62,47,43,2564462.951999989,44168.89999999985,78420,1.5958702064896757,0.0145990048664654,0.0017998472052565,0.0008955537206002,0.003227407753758,0.003227407753758,0.0010606358541424,0.000544964089948
Jieyangshi_445200,6336187.793626308,4449125.04824565,238,139,83,63,47,44,2567934.656999989,43241.09999999987,76380,1.6519174041297937,0.0446518405896959,0.0027685064294113,0.0017139330175637,0.0098479325116817,0.0098479325116817,0.0018609584963886,0.0010455764108837
Yunfushi_445300,2511605.9878525734,4117770.824035435,233,137,83,62,47,43,2571339.506999997,46634.99999999982,79740,1.5162241887905603,0.034477589695961,0.001618145513507,0.0007813339689513,0.0075967014433003,0.0075967014433003,0.0009451342020269,0.0006030322172711
Nanningshi_450100,7067225.240400791,3807110.7678854433,209,119,71,51,43,37,2729749.570999999,46196.39999999983,86400,1.6578171091445428,0.0262793388470279,0.0073428037910293,0.003253671622317,0.0058196536911473,0.0058196536911473,0.0041528574587049,0.0029467665467224
Liuzhoushi_450200,4127042.53903985,3708733.2042057416,224,129,77,59,45,39,2453266.218,42664.29999999988,77400,1.696165191740413,0.0086542796552028,0.0029960988808009,0.0011659975021328,0.0019202125167765,0.0019202125167765,0.0016745103482779,0.0010709068489666
Guilinshi_450300,4869520.525184631,3758691.657261409,205,118,70,50,42,37,2307810.152,40115.99999999986,71400,1.7168141592920354,0.0169189847379898,0.0029089610329223,0.0015949393934021,0.0037534212254378,0.0037534212254378,0.0019915742257215,0.00140431497011
Wuzhoushi_450400,2974327.4746541977,3942505.55461366,235,137,82,62,47,43,2594494.6489999974,45737.79999999982,77940,1.575221238938053,0.0192138495650615,0.0017380091928306,0.000703373443387,0.0042377099953921,0.0042377099953921,0.0009124327358789,0.0005968731468739
