ID,100_initial_infections_at,Name,Beijing_100_infections_time,distance_from_Beijing,population,Longitude,Latitude
510800,Guangyuanshi_510800,Guangyuan,69,2776012.3328103954,2020670.4973174334,105.79307656180302,32.25488405047163
510900,Suiningshi_510900,Suining,76,2956034.29343047,3057156.6574368477,105.4819898701415,30.63279146571796
511000,Neijiangshi_511000,Neijiang,78,2986663.0962917963,3304456.780974865,104.92116426295149,29.633723514948528
511100,Leshanshi_511100,Leshan,74,2917307.966064014,3169027.7860434055,103.573432879359,29.200774228265725
511300,Nanchongshi_511300,Nanchong,75,2939188.136628332,5802755.708249569,106.21220575346604,31.19162677887641
511400,Meishanshi_511400,Meishan,72,2887977.733230626,2768210.6570940022,103.76603666918113,29.92597584429024
511500,Yibinshi_511500,Yibin,75,3036718.569587103,4013824.2775766854,104.6324203658881,28.56287863942414
511600,Guanganshi_511600,Guang'an,77,3072788.5969236717,2514047.4684634213,106.66150807988326,30.422842406719255
511700,Dazhoushi_511700,Dazhou,76,3077340.908321665,5167790.527298927,107.64578081901522,31.365631361064754
511800,Yaanshi_511800,Ya'an,71,2760698.346707267,1488820.9625971317,102.67259676880754,29.915135822389548
511900,Bazhongshi_511900,Bazhong,72,2949624.102989355,3234391.2354586124,107.03081809405124,32.01140833211027
512000,Ziyangshi_512000,Ziyang,77,2930934.0938412286,2898271.1932706833,104.97321443710858,30.17204128112771
513200,Abazangzuqiangzuzizhizhou_513200,Ngawa Tibetan and Qiang Autonomous Prefecture,68,2441820.6228993274,954467.3792188764,102.62009831108307,32.39983027106427
513400,Liangshanyizuzizhizhou_513400,Liangshan Yi Autonomous Prefecture,79,2791822.322270757,5421746.6596438885,102.0871742411609,27.879025490581224
520100,Guiyangshi_520100,Guiyang,67,3395351.475695246,4978425.026933193,106.70983237593795,26.847634035055513
520200,Liupanshuishi_520200,Liupanshui,79,3297801.67853796,2924702.780293703,104.90004111855485,26.148716894916287
520300,Zunyishi_520300,Zunyi,74,3211195.426035127,5751263.696414471,107.07843952800926,28.16739709062094
520400,Anshunshi_520400,Anshun,75,3396230.857676578,2305711.7127785683,105.92941084728736,26.01311457864976
520500,Bijieshi_520500,Bijie,80,3180064.4476505993,6649410.415569782,105.21904626461817,27.06683008296152
520600,Tongrenshi_520600,Tongren,77,3363333.758830914,2939265.4247765546,108.53624101826614,27.966628114133595
522300,Qianxinanbuyizumiaozuzizhizhou_522300,Qianxinan Buyi and Miao Autonomous Prefecture,79,3379673.128566421,2776647.418962479,105.48176435735942,25.267107752161234
522600,Qiandongnanmiaozudongzuzizhizhou_522600,Qiandongnan Miao and Dong Autonomous Prefecture,76,3484561.522018459,3142338.81011796,108.54851721749078,26.50855257144245
522700,Qiannanbuyizumiaozuzizhizhou_522700,Qiannan Buyi and Miao Autonomous Prefecture,75,3431968.5621118066,2971051.3430149555,107.24529178839038,26.01415099911767
530100,Kunmingshi_530100,Kunming,67,3183120.5172250327,7153728.968851209,102.8911881542374,25.39767177987633
530300,Qujingshi_530300,Qujing,81,3185891.1242860416,6292265.94730258,103.95055379754437,25.716324950019835
530400,Yuxishi_530400,Yuxi,78,3295194.812226293,2547584.068433523,102.21779100699625,24.151821597708125
530500,Baoshanshi_530500,Baoshan,81,2990635.1669509783,2632500.686042547,99.02360462451156,24.979759025485137
530600,Zhaotongshi_530600,Zhaotong,83,3061570.3768346505,5530025.939861298,104.02300276007443,27.654222908925863
530700,Lijiangshi_530700,Lijiang,69,2869092.585152903,1348953.345793724,100.52091582420768,26.948605400297133
530800,Puershi_530800,Pu'er,83,3210973.2375162975,2604871.485955,100.72975251024162,23.20994466136269
530900,Lincangshi_530900,Lincang,86,3168944.3508474287,2513129.189192772,99.68517760098668,23.922793320568637
532300,Chuxiongyizuzizhizhou_532300,Chuxiong Yi Autonomous Prefecture,81,3092774.2175753233,2871945.80852139,101.58746131878138,25.3598896496103
532500,Honghehanizuyizuzizhizhou_532500,Honghe Hani and Yi Autonomous Prefecture,83,3394316.4916544366,4888527.863129616,103.04263404574623,23.45606071971344
532600,Wenshanzhuangzumiaozuzizhizhou_532600,Wenshan Zhuang and Miao Autonomous Prefecture,86,3470113.475051548,3792482.8464984894,104.72214250272509,23.69313075003998
532800,Xishuangbannadaizuzizhizhou_532800,Xishuangbanna Dai Autonomous Prefecture,70,3448868.3512211107,1278837.5264503956,100.94458256842326,21.950244165321404
532900,Dalibaizuzizhizhou_532900,Dali Bai Autonomous Prefecture,75,2968031.857619981,3682062.4115039106,100.04072681093801,25.750695052045888
533100,Dehongdaizujingpozuzizhizhou_533100,Dehong Dai and Jingpo Autonomous Prefecture,84,3016802.4075523587,1388299.3158297539,98.10601736809527,24.562467020132814
533300,Nujianglisuzuzizhizhou_533300,Nujiang Lisu Autonomous Prefecture,83,2703552.4473305503,554608.3767690659,98.87393610287324,26.95476902695321
540100,Lasashi_540100,Lhasa,61,2036402.4798542468,664132.0060806274,91.10756227966323,30.034371734984664
540300,Changdoushi_540300,Qamdo,84,2074883.2607216618,780736.1391548516,97.07369300744294,30.754038361229764
540400,Linzhishi_540400,Nyingchi,66,2171524.19649308,243927.4805765152,95.20484797097669,29.506406022912703
540500,Shannanshi_540500,Lhoka,71,2230519.1381078158,339846.47186076647,91.7111019812447,28.72689596682702
540600,Naqushi_540600,Nagqu Prefecture,80,1236658.4372947756,577696.9905355573,88.90068144373005,32.93252649756549
542500,Alidiqu_542500,Ngari Prefecture,73,1319829.4803652163,118259.11287522316,82.30787015192986,32.8079369222055
610100,Xianshi_610100,Xi'an,58,2960624.355269206,9681851.763688087,108.78841088046319,34.09960557861565
610200,Tongchuanshi_610200,Tongchuan,71,2966624.283530967,894127.6516155005,109.02174149299307,35.18989417195012
610300,Baojishi_610300,Baoji,69,2765436.836196775,3886630.2803583145,107.19240497671811,34.37256205734025
610400,Xianyangshi_610400,Xianyang,67,2864909.7742341384,5414396.659724474,108.38191697631784,34.790641189589046
610500,Weinanshi_610500,Weinan,68,3017939.565951164,5215835.680216908,109.83417849535006,34.94209130678706
610600,Yananshi_610600,Yan'an,65,2748952.419068913,2325161.561426282,109.29558613677592,36.418763702529155
610700,Hanzhongshi_610700,Hanzhong,71,2818407.467287137,3458409.8001092672,107.11310137207408,33.08053365592756
610900,Ankangshi_610900,Ankang,71,3006090.138687334,2588710.3768206835,108.91157776325122,32.75271340123011
611000,Shangluoshi_611000,Shangluo,74,3072884.3235584935,2327032.1188538074,109.89012643820067,33.63879217590386
620100,Lanzhoushi_620100,Lanzhou,62,2293821.146621597,4106425.1995353107,103.67436908105435,36.330502313733604
620200,Jiayuguanshi_620200,Jiayuguan,64,1607470.124268333,284589.6789858043,98.20841475416121,39.77530590675685
620300,Jinchangshi_620300,Jinchang,68,2039557.8887115608,476982.3227905631,102.04603489121547,38.4220500131814
620400,Baiyinshi_620400,Baiyin,70,2335111.018705401,1733323.0737644732,104.65950600866476,36.583029403979815
620500,Tianshuishi_620500,Tianshui,69,2600866.6069850517,3262645.1571707726,105.73661885610561,34.64953173712629
620600,Wuweishi_620600,Wuwei,73,2046984.4241534327,1780020.5746688098,103.06258456015576,38.131147814929804
620700,Zhangyeshi_620700,Zhangye,70,1582086.5566255916,1146701.8943299055,99.902919420241,38.907315192402805
620800,Pingliangshi_620800,Pingliang,71,2626761.2734190635,2021499.4231438637,106.68362342896722,35.28947372130216
620900,Jiuquanshi_620900,Jiuquan,65,1078101.6106655838,1210099.8064924255,96.25505350298323,40.45511934214191
621000,Qingyangshi_621000,Qingyang,66,2645486.7341929907,2025975.709099412,107.55789327120264,36.16224566777276
621100,Dingxishi_621100,Dingxi,73,2417517.308936025,2655485.24068141,104.46138504917208,35.1090159557949
621200,Longnanshi_621200,Longnan,69,2599802.492458714,2574861.509556532,105.23656334784833,33.593257108430706
622900,Linxiahuizuzizhizhou_622900,Linxia Hui Autonomous Prefecture,75,2348366.776986982,2048310.1671447754,103.28461050336053,35.629233999359705
623000,Gannanzangzuzizhizhou_623000,Gannan Tibetan Autonomous Prefecture,73,2307402.0091417055,726061.2006382942,102.78606814629524,34.32446019528256
630100,Xiningshi_630100,Xining,64,2065235.8676047612,2647902.21474123,101.44992022828767,36.823893826755494
630200,Haidongshi_630200,Haidong,72,2179291.2998129283,1392483.8983876705,102.3447297061407,36.32141445859232
632200,Haibeizangzuzizhizhou_632200,Haibei Tibetan Autonomous Prefecture,70,1697593.0432538118,292244.73520565033,100.2312220816762,37.75956306520715
632300,Huangnanzangzuzizhizhou_632300,Huangnan Tibetan Autonomous Prefecture,75,2202606.947690122,323114.5818274021,101.6402685585617,35.016892843146
632500,Hainanzangzuzizhizhou_632500,Hainan Tibetan Autonomous Prefecture,72,1939545.0253761471,524489.9839630127,100.27161169318744,35.88643326100121
632600,Guoluozangzuzizhizhou_632600,Golog Tibetan Autonomous Prefecture,76,1931312.1920649474,230336.3936291933,99.40139880078328,34.10029438370596
632700,Yushuzangzuzizhizhou_632700,Yushu Tibetan Autonomous Prefecture,80,1355200.2460135808,541377.3725808859,94.2763511279167,34.1576111402938
632800,Haiximengguzuzangzuzizhizhou_632800,Haixi Mongolian Autonomous Prefecture,66,1094433.5967877298,722464.8529003263,94.57573523848139,36.80348178234021
640100,Yinchuanshi_640100,Yinchuan,59,2464606.999178319,2404075.646860242,106.15851071536355,38.50446506222912
640200,Shizuishanshi_640200,Shizuishan,66,2466948.487301408,754228.2801419795,106.50660717315841,38.97104285944612
640300,Wuzhongshi_640300,Wuzhong,69,2489064.078872421,1582394.940980941,106.71126038610167,37.744988989190404
640400,Guyuanshi_640400,Guyuan,75,2508578.889024148,1543676.95398283,106.00855416445982,36.155158528757916
640500,Zhongweishi_640500,Zhongwei,69,2387933.409636614,1072537.156352669,105.71588780087622,37.257117210096276
650200,Kelamayishi_650200,Karamay,62,0.0,289780.22494870424,85.19944564617224,45.46151770138807
650400,Tulufanshi_650400,Turpan,74,344028.37161141774,703923.1044078171,89.83725396123945,42.368729873370455
650500,Hamishi_650500,Hami,67,633619.1185324708,665927.6035458893,93.51149744009201,43.035669550474594
652300,Changjihuizuzizhizhou_652300,Changji Hui Autonomous Prefecture,77,0.0,3123685.631520614,88.08725788933093,44.31379320143329
652700,Boertalamengguzizhizhou_652700,Bortala Mongol Autonomous Prefecture,78,88367.46787347808,464228.562254548,82.12305107824398,44.70481746013639
652800,Bayinguolengmengguzizhizhou_652800,Bayingolin Mongolia Autonomous Prefecture,69,181714.7961977727,1557057.9313901663,87.51803479400898,39.487941098645074
652900,Akesudiqu_652900,Aksu Prefecture,79,336400.0634661042,2834335.2227193117,81.56548482394935,40.95276214663286
653000,Kezileisukeerkezizizhizhou_653000,Kizilsu Kirgiz Autonomous Prefecture,85,854140.8496933667,715692.4933770894,75.90997598746594,39.61941941396686
653100,Kashidiqu_653100,Kashi Prefecture,82,876421.6062890553,4737869.877841413,77.24202701256124,38.17508790264367
653200,Hetiandiqu_653200,Hotan Prefecture,82,786534.3362968535,2409086.5050011873,81.13986966696889,37.28588356234155
654000,Yilihasakezizhizhou_654000,Ili Kazak Autonomous Prefecture,75,145920.18946284146,2398408.0038330555,82.05489622440349,43.419193156568795
654300,Aleitaidiqu_654300,Altay Prefecture,70,132052.32145394702,665286.8605658114,88.38905179640598,46.87509642244619
659001,Shihezishi_659001,Shihezi,74,109958.03804777203,567232.1615432501,86.03301016613615,44.2685943181822
